factor,valid_count,valid_ratio,data_quality,ic_mean,ic_std,ic_ir,ic_t_stat,ic_p_value,ic_count,rankic_mean,rankic_std,rankic_ir,rankic_t_stat,rankic_p_value,rankic_count,ic_positive_ratio,ic_negative_ratio,ic_abs_mean,ic_volatility,monthly_ic_std,rankic_positive_ratio,rankic_negative_ratio,rankic_abs_mean,rankic_volatility,long_short_ret,long_short_win,ls_t_stat,ls_p_value,monotonicity,mono_strength,g0_ret,g0_win,g0_count,g1_ret,g1_win,g1_count,g2_ret,g2_win,g2_count,g3_ret,g3_win,g3_count,g4_ret,g4_win,g4_count,decile_mono,decile_mono_strength,top_decile_ret,bottom_decile_ret,top_decile_win,bottom_decile_win,overall_mean_ret,overall_std_ret,overall_sharpe
r_1030_1130_ma1,71464,0.9993148098947044,good,0.001998109044507146,0.1575956791639328,0.012678704224526882,0.39467242061987073,0.6931715101041519,970.0,0.0033071886535803005,0.15307180584401006,0.021605472251046264,0.6725516647989339,0.5013929010316844,970.0,0.4793814432989691,0.520618556701031,0.12469520419836044,0.1575956791639328,0.03010604716837406,0.49587628865979383,0.5041237113402062,0.12233070962756884,0.15307180584401006,,,,,none,0.0,0.0016080212080851197,0.46104784846162267,36532.0,0.002802691888064146,0.4848007560245708,6349.0,0.003349696286022663,0.48530440867739677,14290.0,0.0020497578661888838,0.4651927516966347,14293.0,,,0.0,none,0.0,,0.002075094962492585,,0.4660329885378809,0.0021507730707526207,0.05863264203071594,0.03668217733502388
r_1030_1130_ma2,71511,0.9999720330569267,good,-0.001412523677572608,0.16465693712234497,-0.008578585460782051,-0.267040784673824,0.7894945798197524,970.0,-0.004903439278456434,0.15546178545418216,-0.031541122881941816,-0.9818361967464263,0.32642562602317693,970.0,0.4896907216494845,0.5103092783505154,0.13005021214485168,0.16465693712234497,0.03209972754120827,0.4742268041237113,0.5257731958762887,0.12299844798714343,0.15546178545418216,0.0005046767182648182,-0.0011928200259966326,0.6977837812222043,0.4853181021315507,none,0.0,0.002023035893216729,0.47074040411102563,14303.0,0.002840549685060978,0.4690952314361628,14302.0,0.001586500322446227,0.4610543979862956,14302.0,0.001825581188313663,0.47402642802209327,14303.0,0.0025277126114815474,0.469547584085029,14301.0,none,0.0,0.002678510034456849,0.002710364293307066,0.4627324849671375,0.47385346756152125,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_1030_1130_ma3,71511,0.9999720330569267,good,-0.0032997375819832087,0.16815461218357086,-0.01962323486804962,-0.6108470827143726,0.5414440716780263,970.0,-0.008338607523719744,0.15789148839599446,-0.05281226751632349,-1.6439806557891823,0.10050457349729253,970.0,0.46804123711340206,0.5319587628865979,0.13226979970932007,0.16815461218357086,0.03526894748210907,0.477319587628866,0.522680412371134,0.12528127005534173,0.15789148839599446,-0.000335080549120903,-0.00255412179063641,-0.45987118092067464,0.6456121915585268,none,0.0,0.0023906908463686705,0.4709501503181151,14303.0,0.003672580001875758,0.4741294923786883,14302.0,0.0011400363873690367,0.460774716822822,14302.0,0.001544388011097908,0.47021395609005734,14302.0,0.0020556102972477674,0.4683960285274787,14302.0,none,0.0,0.0020019453950226307,0.0030844509601593018,0.45993567333240104,0.4777684563758389,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_1030_1130_ma5,71511,0.9999720330569267,good,-0.001381288398988545,0.16486580669879913,-0.008378258906304836,-0.2608048535766336,0.7942984156343421,970.0,-0.008842630502476636,0.1541553139642634,-0.057361827335556864,-1.7856028334937024,0.07447624688560354,970.0,0.5010309278350515,0.49896907216494846,0.1315491497516632,0.16486580669879913,0.03717730939388275,0.4731958762886598,0.5268041237113402,0.12158187627004917,0.1541553139642634,-0.0015025053871795535,-0.013531275038618451,-2.058919215820792,0.039511086686831336,none,0.0,0.002812787191942334,0.4757043976788086,14303.0,0.003406079951673746,0.4742693329604251,14302.0,0.0012547782389447093,0.4616836806041113,14302.0,0.002019347855821252,0.4706334778352678,14302.0,0.0013102818047627807,0.46217312264019017,14302.0,none,0.0,0.0015715694753453135,0.0032718151342123747,0.4549014123898755,0.48196308724832215,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_1030_1130_ma10,71511,0.9999720330569267,good,-0.00613034563139081,0.16908669471740723,-0.03625563532114029,-1.1285931616652416,0.25934883249280916,970.0,-0.01343572823247174,0.15823371866667374,-0.08491065207646854,-2.643163720266588,0.00834610753172357,970.0,0.488659793814433,0.511340206185567,0.13398151099681854,0.16908669471740723,0.039812684059143066,0.4608247422680412,0.5391752577319587,0.12575461323005588,0.15823371866667374,-0.0036325675901025534,-0.029752186122446678,-4.94203479624844,7.77541563677254e-07,strict_descending,1.0,0.0038837743923068047,0.4842340767671118,14303.0,0.0037379353307187557,0.47657670255908263,14302.0,0.0014958379324525595,0.46615857921968956,14302.0,0.0014344460796564817,0.4630121661306111,14302.0,0.00025120677310042083,0.4544818906446651,14302.0,none,0.0,-0.0004306232731323689,0.0036313931923359632,0.4432946441057195,0.48783557046979864,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_1030_1130_ma20,71511,0.9999720330569267,good,-0.006647978909313679,0.16839714348316193,-0.03947797790169716,-1.2289007055600782,0.21940738643928775,970.0,-0.015075862043699852,0.1559821572036557,-0.09665119596991009,-3.0086323501317227,0.0026921149154313156,970.0,0.48041237113402063,0.5195876288659794,0.13213402032852173,0.16839714348316193,0.03375483676791191,0.4536082474226804,0.5463917525773195,0.12383782582352418,0.1559821572036557,-0.0023009374272078276,-0.018565545758154556,-3.140207573623229,0.0016900330603974107,none,0.0,0.0025361988227814436,0.4755645668740824,14303.0,0.004276731517165899,0.4825898475737659,14302.0,0.0018698658095672727,0.46322192700321635,14302.0,0.0018852369394153357,0.4660886589288211,14302.0,0.00023526129371020943,0.45699902111592783,14302.0,none,0.0,-0.0005104736192151904,0.0026948004961013794,0.44916794853866593,0.479586129753915,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_1030_1130_ma60,71511,0.9999720330569267,good,-0.0015773763880133629,0.1618247777223587,-0.00974743440747261,-0.30342559475080383,0.7616306763742078,970.0,-0.013245763706768873,0.15614646197134383,-0.08482909916460195,-2.6406250788516834,0.008408438185863303,970.0,0.488659793814433,0.511340206185567,0.12729594111442566,0.1618247777223587,0.035790812224149704,0.46494845360824744,0.5350515463917526,0.1231061092933774,0.15614646197134383,-0.002362731145694852,-0.020103293529722066,-3.2926430902627635,0.0009937365194429251,none,0.0,0.00307508185505867,0.4826959379151227,14303.0,0.004418961703777313,0.47734582575863516,14302.0,0.001375243067741394,0.4652496154384002,14302.0,0.0012216198956593871,0.4565794993707174,14302.0,0.0007123507093638182,0.46259264438540065,14302.0,none,0.0,0.0011256946017965674,0.0036880243569612503,0.4637113690392952,0.4941275167785235,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_1400_1130_ma1,71464,0.9993148098947044,good,0.00048583021271042526,0.15900683403015137,0.0030554046388715506,0.09511097239468513,0.924246347115889,970.0,-0.005266430006389385,0.1438127070251194,-0.03662006032241303,-1.1399372459300718,0.2545941350265253,970.0,0.4917525773195876,0.5082474226804123,0.12549243867397308,0.15900683403015137,0.038165878504514694,0.4814432989690722,0.5185567010309279,0.11452874501241977,0.1438127070251194,,,,,strict_descending,1.0,0.002192778280004859,0.4647215215761129,44007.0,0.002129756147041917,0.4795685857511773,13166.0,0.0020407894626259804,0.47162549856553077,14291.0,,,0.0,,,0.0,none,0.0,,0.003174406476318836,,0.4751048951048951,0.0021507730707526207,0.05863264203071594,0.03668217733502388
r_1400_1130_ma2,71511,0.9999720330569267,good,-0.0017737747402861714,0.1649642139673233,-0.0107524823397398,-0.3347114735919414,0.7379151816986457,970.0,-0.003999855236013452,0.15329533143985893,-0.02609247912799407,-0.8122266466734621,0.4168610798659502,970.0,0.4979381443298969,0.5020618556701031,0.12979313731193542,0.1649642139673233,0.04480674862861633,0.4896907216494845,0.5103092783505154,0.12058033736556792,0.15329533143985893,-0.0009280672529712319,-0.005050443751984379,-1.2769009027404041,0.2016476156231664,none,0.0,0.002372510265558958,0.4710691823899371,14310.0,0.002608025912195444,0.46308154360514536,17647.0,0.0011519596446305513,0.4578995433789954,10950.0,0.0028852196410298347,0.48517689833589706,14302.0,0.0014444430125877261,0.46601873863795273,14302.0,none,0.0,0.0015246770344674587,0.0026603504084050655,0.4581818181818182,0.4752585965893207,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_1400_1130_ma3,71511,0.9999720330569267,good,-0.0035800146870315075,0.16933073103427887,-0.0211421437561512,-0.6581288280908988,0.5106116746221654,970.0,-0.00808897187462727,0.15394679005603337,-0.05254394633160624,-1.6356281487305286,0.10224219025371742,970.0,0.4917525773195876,0.5082474226804123,0.13255266845226288,0.16933073103427887,0.046321410685777664,0.47525773195876286,0.5247422680412371,0.12030633451049828,0.15394679005603337,-0.0012071740347892046,-0.005910413076446519,-1.6540238695541578,0.09813366544824606,none,0.0,0.002523333067074418,0.4692721806613997,14303.0,0.0014984009321779013,0.4601454342050063,14302.0,0.003840763820335269,0.4749685358691092,14302.0,0.0016246386803686619,0.47671654314081946,14302.0,0.0013161590322852135,0.4633617675849532,14302.0,none,0.0,0.0008853370090946555,0.0024309009313583374,0.45546077471682284,0.4724552572706935,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_1400_1130_ma5,71511,0.9999720330569267,good,-0.005314740352332592,0.16835787892341614,-0.03156810998916626,-0.9826763515125325,0.32601204001870365,970.0,-0.010453458260863087,0.1543574101118287,-0.06772242585108014,-2.108115468207859,0.03527726642846592,970.0,0.48041237113402063,0.5195876288659794,0.13131707906723022,0.16835787892341614,0.04766352102160454,0.46494845360824744,0.5350515463917526,0.1209516340568624,0.1543574101118287,-0.0018990195821970701,-0.012692441753924089,-2.6033455677923496,0.009236690412690722,none,0.0,0.0027078082785010338,0.47269803537719357,14303.0,0.001748806913383305,0.4654593763110055,14302.0,0.003603966673836112,0.47175220248916233,14302.0,0.0019339125137776136,0.47454901412389877,14302.0,0.0008087886963039637,0.4600055936232695,14302.0,none,0.0,-2.8448726880014874e-05,0.0028040676843374968,0.44958747028387636,0.4758109619686801,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_1400_1130_ma10,71511,0.9999720330569267,good,-0.0034357148688286543,0.16797815263271332,-0.02045334316790104,-0.6366873192311752,0.5244789076999602,970.0,-0.008714723114677731,0.15326458022626618,-0.05686064648343466,-1.7700016926094142,0.07704127524987421,970.0,0.5123711340206185,0.48762886597938143,0.1311771273612976,0.16797815263271332,0.047857630997896194,0.48556701030927835,0.5144329896907216,0.11956961597027423,0.15326458022626618,-0.0012705958215519786,-0.007658175922893362,-1.742692507151217,0.08139824624256789,none,0.0,0.0022349648643285036,0.47276795077955674,14303.0,0.0023692476097494364,0.4651097748566634,14302.0,0.003793971613049507,0.4761571808138722,14302.0,0.0014407626586034894,0.46531953572926865,14302.0,0.000964369042776525,0.4651097748566634,14302.0,none,0.0,0.00048284020158462226,0.0024869549088180065,0.46007551391413787,0.47371364653243847,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_1400_1130_ma20,71511,0.9999720330569267,good,-0.003257201286032796,0.16639821231365204,-0.019574737176299095,-0.6093373681743391,0.542443680380545,970.0,-0.01293823174680753,0.1493157695591111,-0.08665013605067043,-2.6973117078295017,0.0071115485249345555,970.0,0.49381443298969074,0.5061855670103093,0.13042454421520233,0.16639821231365204,0.04701961949467659,0.465979381443299,0.534020618556701,0.11682536266503127,0.1493157695591111,-0.0017822582740336657,-0.013321201301676022,-2.462993226954447,0.013784215160652653,none,0.0,0.003083708928897977,0.48017898343004967,14303.0,0.001365264062769711,0.45776814431548035,14302.0,0.003564069513231516,0.47126276045308346,14302.0,0.001488763140514493,0.4683960285274787,14302.0,0.0013014506548643112,0.46685778212837364,14302.0,none,0.0,0.0006189218256622553,0.002923863474279642,0.4660886589288211,0.47930648769574946,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_1400_1130_ma60,71511,0.9999720330569267,good,-0.0029449162539094687,0.1612176150083542,-0.018266715109348297,-0.5686202598410597,0.5697456262994541,970.0,-0.010844357788570116,0.1470816216842826,-0.07373020275672527,-2.295130142670092,0.021938605984149134,970.0,0.4896907216494845,0.5103092783505154,0.12704117596149445,0.1612176150083542,0.0453576035797596,0.4670103092783505,0.5329896907216495,0.11524498093633025,0.1470816216842826,-0.0007288935594260693,0.0012214419266154408,-1.020664910083984,0.30742201100298916,none,0.0,0.0022893683053553104,0.4690624344543103,14303.0,0.0019965525716543198,0.46531953572926865,14302.0,0.003401500405743718,0.4730107677247937,14302.0,0.0015554159181192517,0.46678786183750526,14302.0,0.0015604747459292412,0.4702838763809257,14302.0,none,0.0,0.0012492582900449634,0.0018203356303274632,0.47629702139560903,0.46868008948545864,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_1500_1400_ma1,71464,0.9993148098947044,good,-0.012388632632791996,0.15475836396217346,-0.08005145937204361,-2.491903053493528,0.01287228763644814,970.0,-0.014693628627198425,0.13796578014693417,-0.10650197905270166,-3.3152750601323713,0.00094949513431426,970.0,0.4711340206185567,0.5288659793814433,0.11975520104169846,0.15475836396217346,0.030852749943733215,0.4381443298969072,0.5618556701030928,0.10592719289492489,0.13796578014693417,,,,,none,0.0,0.002273357240483165,0.4666950003863689,51764.0,0.003575946670025587,0.49010541890142406,5407.0,0.0011676806025207043,0.46855103897012523,14293.0,,,0.0,,,0.0,none,0.0,,0.0052046929486095905,,0.4814711229198713,0.0021507730707526207,0.05863264203071594,0.03668217733502388
r_1500_1400_ma2,71511,0.9999720330569267,good,-0.018536919727921486,0.1550534963607788,-0.11955177038908005,-3.7214989780185603,0.0002094410743551474,970.0,-0.018038608888417546,0.14121302665691726,-0.12774040267717704,-3.9764009545526706,7.516938960152874e-05,970.0,0.45463917525773195,0.545360824742268,0.12108450382947922,0.1550534963607788,0.03702719137072563,0.44329896907216493,0.5567010309278351,0.11237556375915392,0.14121302665691726,-0.003114171326160431,-0.01992981496619578,-4.2859220803456575,1.8257751711811004e-05,none,0.0,0.0037040552124381065,0.48189317673378074,14304.0,0.001923728035762906,0.46765960422348085,14301.0,0.004164749290794134,0.4769263040134247,14302.0,0.00042067174217663705,0.4560201370437701,14302.0,0.0005898839444853365,0.46196336176758496,14302.0,none,0.0,-0.00014231771638151258,0.005258282646536827,0.45126555726471823,0.4935682326621924,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_1500_1400_ma3,71511,0.9999720330569267,good,-0.012882275506854057,0.15804113447666168,-0.08151216804981232,-2.537373002169095,0.011324582178433998,970.0,-0.013293367277680672,0.1453874138276657,-0.09143409960808507,-2.846230584375737,0.004517347325091452,970.0,0.4639175257731959,0.5360824742268041,0.12362093478441238,0.15804113447666168,0.03828497976064682,0.4814432989690722,0.5185567010309279,0.11418380238300163,0.1453874138276657,-0.0035737555008381605,-0.028563492292631054,-4.908783061899831,9.214748730807416e-07,none,0.0,0.0036292285658419132,0.4849332307907432,14303.0,0.00292805559001863,0.47098307928960986,14302.0,0.003701695241034031,0.47608726052300376,14302.0,0.0004887653049081564,0.45609005733463853,14302.0,5.5473145039286464e-05,0.45636973849811213,14302.0,none,0.0,-0.00033247118699364364,0.005281034391373396,0.4507061949377709,0.49720357941834453,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_1500_1400_ma5,71511,0.9999720330569267,good,-0.012962354347109795,0.15787872672080994,-0.08210323750972748,-2.5557723406621453,0.010746886015003428,970.0,-0.013852831153816724,0.1393668191811564,-0.09939834485143897,-3.0941477016248298,0.0020303932315237565,970.0,0.465979381443299,0.534020618556701,0.12402313202619553,0.15787872672080994,0.03526260331273079,0.4515463917525773,0.5484536082474227,0.11019796095479545,0.1393668191811564,-0.004657171666622162,-0.038701352736423444,-6.426680899572539,1.3247283060458238e-10,none,0.0,0.004530987236648798,0.49325316367195693,14303.0,0.0017556932289153337,0.46182352118584813,14302.0,0.0034048070665448904,0.4734302894700042,14302.0,0.001237852848134935,0.46140399944063765,14302.0,-0.00012618441542144865,0.4545518109355335,14302.0,none,0.0,-0.0005460971733555198,0.00579230859875679,0.44874842679345545,0.5040548098434005,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_1500_1400_ma10,71511,0.9999720330569267,good,-0.011840029619634151,0.1573648303747177,-0.07523936033248901,-2.342108331397861,0.01937683580529929,970.0,-0.008629908979168637,0.1428598916088448,-0.060408200524172444,-1.8804326680742922,0.06034887932985034,970.0,0.45670103092783504,0.5432989690721649,0.12171554565429688,0.1573648303747177,0.034902434796094894,0.4793814432989691,0.520618556701031,0.11162312476975297,0.1428598916088448,-0.0036593168042600155,-0.03310787612210869,-5.000250210676415,5.759452707804162e-07,none,0.0,0.004278578795492649,0.4911557016010627,14303.0,0.0015312357572838664,0.4646203328205845,14302.0,0.0026699802838265896,0.46706754300097886,14302.0,0.0017041160026565194,0.4635715284575584,14302.0,0.0006192620494402945,0.458047825478954,14302.0,none,0.0,-0.0010694180382415652,0.005076423287391663,0.44595161515871906,0.5006991051454138,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_1500_1400_ma20,71511,0.9999720330569267,good,-0.005602104123681784,0.15728621184825897,-0.03561726212501526,-1.1087213526385826,0.26782550740924604,970.0,-0.00460685875826126,0.14026903819563163,-0.032843019511092156,-1.0223626307515326,0.3068644652685859,970.0,0.48556701030927835,0.5144329896907216,0.12263331562280655,0.15728621184825897,0.03391101583838463,0.4865979381443299,0.5123711340206185,0.11146764070493627,0.14026903819563163,-0.002137130592018366,-0.01982361236624841,-2.9373514504191998,0.0033129284362334237,none,0.0,0.0031978897750377655,0.4826959379151227,14303.0,0.0018912751693278551,0.4673472241644525,14302.0,0.002875121310353279,0.46685778212837364,14302.0,0.0017782029462978244,0.46469025311145296,14302.0,0.0010607590666040778,0.4628723255488743,14302.0,none,0.0,0.0006189103005453944,0.003720817854627967,0.4630121661306111,0.48461968680089484,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_1500_1400_ma60,71511,0.9999720330569267,good,4.017967512481846e-06,0.15314830839633942,2.623579348437488e-05,0.0008166878851187479,0.9993485455135465,970.0,-0.0010985364640576794,0.1383549345302757,-0.007939987596302833,-0.24716200665864912,0.8048352034522105,970.0,0.5010309278350515,0.49896907216494846,0.11973945796489716,0.15314830839633942,0.031161263585090637,0.5041237113402062,0.49587628865979383,0.10927787477889794,0.1383549345302757,-0.001217312877997756,-0.00031672136790000804,-1.7029193211826303,0.08859403700799258,none,0.0,0.002523762173950672,0.4702509962944837,14303.0,0.0011740172049030662,0.46112431827716405,14302.0,0.004279214423149824,0.47734582575863516,14302.0,0.0015198523178696632,0.4658089777653475,14302.0,0.0013064492959529161,0.4699342749265837,14302.0,none,0.0,0.0008176946430467069,0.0023994306102395058,0.4665081806740316,0.46756152125279643,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_925_945_ma1,71464,0.9993148098947044,good,0.009354380890727043,0.16734817624092102,0.05589771643280983,1.7400269329963183,0.08217176967153184,970.0,-0.01006565786582886,0.1523804900000806,-0.06605608018338525,-2.0562441857884526,0.040026362755793056,970.0,0.51340206185567,0.4865979381443299,0.1312844604253769,0.16734817624092102,0.040830984711647034,0.4731958762886598,0.5268041237113402,0.1207036227779739,0.1523804900000806,-0.0005456131184473634,-0.013777794295567192,-0.7472295800650842,0.4549311568431662,none,0.0,0.002080558566376567,0.46305011447468836,15724.0,0.0021000122651457787,0.4721532733478126,12892.0,0.0026470888406038284,0.479739203589456,14264.0,0.002394297393038869,0.4808984047019311,14292.0,0.0015349454479292035,0.44927232017912117,14292.0,none,0.0,0.0023841375950723886,0.0006502973847091198,0.44234536803806324,0.4516580383377641,0.0021507730707526207,0.05863264203071594,0.03668217733502388
r_925_945_ma2,71511,0.9999720330569267,good,0.02410130389034748,0.17554821074008942,0.13729165494441986,4.273719614799458,2.1121956754940057e-05,970.0,-0.009535352247496886,0.15311499411757803,-0.062275757527539236,-1.938567410843473,0.052844148255248455,970.0,0.5670103092783505,0.4329896907216495,0.14026854932308197,0.17554821074008942,0.04150138422846794,0.47525773195876286,0.5247422680412371,0.12119285852668688,0.15311499411757803,0.00023303949274122715,-0.008497766925904426,0.31184241958492165,0.7551626109534,none,0.0,0.00201940955594182,0.464937425714885,14303.0,0.002274575177580118,0.4728010068521885,14302.0,0.002288396470248699,0.47629702139560903,14302.0,0.0019685006700456142,0.47398965179695146,14302.0,0.0022524490486830473,0.4564396587889806,14302.0,none,0.0,0.004223281517624855,0.0009951703250408173,0.46119423856803243,0.4574944071588367,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_925_945_ma3,71511,0.9999720330569267,good,0.028987281024456024,0.18121379613876343,0.1599617749452591,4.979412736025894,7.547441008501026e-07,970.0,-0.008366702876985157,0.15328729253091053,-0.05458184262272101,-1.6990653431297595,0.08962785245898724,970.0,0.5721649484536082,0.42783505154639173,0.1455700546503067,0.18121379613876343,0.04296794906258583,0.48556701030927835,0.5144329896907216,0.12151319376532689,0.15328729253091053,-0.0005028015002608299,-0.015349285705786697,-0.6720905557510688,0.5015316296757586,none,0.0,0.0027682092040777206,0.47451583583863527,14303.0,0.0024908606428653,0.4694448328905048,14302.0,0.0014154687523841858,0.47175220248916233,14302.0,0.0018633321160450578,0.46958467347224164,14302.0,0.0022654077038168907,0.45916655013284857,14302.0,none,0.0,0.0041559310629963875,0.0030470448546111584,0.46343168787582156,0.47273489932885904,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_925_945_ma5,71511,0.9999720330569267,good,0.033450543880462646,0.18321707844734192,0.18257328867912292,5.683280860924626,1.7474682050967538e-08,970.0,-0.013538870884108269,0.15654018794195612,-0.08648814762588873,-2.692269208248878,0.007219153987041263,970.0,0.5793814432989691,0.42061855670103093,0.14984719455242157,0.18321707844734192,0.050328329205513,0.45670103092783504,0.5432989690721649,0.12401523298116911,0.15654018794195612,-0.000598021550104022,-0.020033681214685628,-0.8046370318479902,0.42103615971230735,none,0.0,0.0027462528087198734,0.47829126756624485,14303.0,0.003555458039045334,0.480562159138582,14302.0,0.0014004401164129376,0.4644105719479793,14302.0,0.000952897360548377,0.4629422458397427,14302.0,0.0021482312586158514,0.4582575863515592,14302.0,none,0.0,0.0039828806184232235,0.0030966794583946466,0.4660886589288211,0.4843400447427293,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_925_945_ma10,71511,0.9999720330569267,good,0.04085259884595871,0.18700578808784485,0.21845632791519165,6.8002760421892585,1.8241364314784628e-11,970.0,-0.009891096834322346,0.15950076111780764,-0.06201285037766533,-1.9303834360022527,0.05385088599356461,970.0,0.588659793814433,0.411340206185567,0.1565382331609726,0.18700578808784485,0.05090685933828354,0.4690721649484536,0.5309278350515464,0.12758026013222334,0.15950076111780764,-0.0008675854187458754,-0.01926441135997503,-1.1577842973954928,0.24696227205301208,none,0.0,0.00323870568536222,0.4803887296371391,14303.0,0.002301544416695833,0.4732904488882674,14302.0,0.0019475917797535658,0.4685358691092155,14302.0,0.000944283208809793,0.46112431827716405,14302.0,0.0023711202666163445,0.46112431827716405,14302.0,none,0.0,0.004790725186467171,0.004063756670802832,0.4715424416165571,0.4911912751677852,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_925_945_ma20,71511,0.9999720330569267,good,0.04670017585158348,0.18656893074512482,0.2503105700016022,7.791859029186419,1.6958034265631377e-14,970.0,-0.0038258473556621567,0.15934367467065486,-0.02401003594005062,-0.7474027623988317,0.45500180377784694,970.0,0.6144329896907217,0.38556701030927837,0.15721416473388672,0.18656893074512482,0.05049213394522667,0.5154639175257731,0.4845360824742268,0.1265192393844533,0.15934367467065486,0.0006805621087551117,-0.004372064018730859,0.9209405922064802,0.3570897237098736,none,0.0,0.0018481425940990448,0.47074040411102563,14303.0,0.0028266680892556906,0.4761571808138722,14302.0,0.002105727093294263,0.46476017340232134,14302.0,0.0014941005501896143,0.4664382603831632,14302.0,0.0025287047028541565,0.4663683400922948,14302.0,none,0.0,0.004259978421032429,0.002530257683247328,0.474758774996504,0.47651006711409394,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_925_945_ma60,71511,0.9999720330569267,good,0.04960881173610687,0.18741880357265472,0.2646949589252472,8.23962668056418,5.566086713480053e-16,970.0,0.0076945723205997275,0.16138464224415283,0.04767846688261015,1.4841717831651402,0.13808855176461976,970.0,0.6082474226804123,0.3917525773195876,0.1589483767747879,0.18741880357265472,0.04745398089289665,0.511340206185567,0.488659793814433,0.1263728660279462,0.16138464224415283,0.001795598422177136,0.014086340369433903,2.487645755176357,0.01286509085159362,none,0.0,0.0013535363832488656,0.46283996364399077,14303.0,0.0024424949660897255,0.4692350720178996,14302.0,0.002438717056065798,0.47042371696266255,14302.0,0.0014194943942129612,0.465039854565795,14302.0,0.0031491348054260015,0.4769263040134247,14302.0,none,0.0,0.005422746762633324,0.0018531815148890018,0.4869249056076073,0.47259507829977626,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_925_1000_ma1,71464,0.9993148098947044,good,0.00997073482722044,0.17090685665607452,0.0583401694893837,1.816057327506944,0.06967049784975009,970.0,-0.012830071295249013,0.15649286661018308,-0.08198502317174726,-2.5520925061042177,0.010860279539999913,970.0,0.534020618556701,0.465979381443299,0.13580964505672455,0.17090685665607452,0.039091043174266815,0.48350515463917526,0.5164948453608248,0.1256168902542556,0.15649286661018308,-7.688510231673717e-05,-0.01567200727628909,-0.10166690051711313,0.9190218034823568,none,0.0,0.0023592892102897167,0.46680193101518225,14293.0,0.0022264779545366764,0.47212311997201817,14295.0,0.002603406785055995,0.48257522743177045,14290.0,0.0012823740253224969,0.47155950465262714,14293.0,0.0022824041079729795,0.45112992373889316,14293.0,none,0.0,0.003116080304607749,0.0011199202854186296,0.4438846907360761,0.4533370645025885,0.0021507730707526207,0.05863264203071594,0.03668217733502388
r_925_1000_ma2,71511,0.9999720330569267,good,0.02362484112381935,0.17628000676631927,0.13401883840560913,4.171840637165796,3.292680221653651e-05,970.0,-0.01136236806884514,0.15520799116576708,-0.07320736505577068,-2.278854850831487,0.0228925205259932,970.0,0.565979381443299,0.43402061855670104,0.13969844579696655,0.17628000676631927,0.03633040934801102,0.4742268041237113,0.5257731958762887,0.12182618491031766,0.15520799116576708,-0.00021454086527228355,-0.014440546795739806,-0.28571238016925804,0.7751005588965123,none,0.0,0.002679256722331047,0.4712997273299308,14303.0,0.002307007322087884,0.47252132568871485,14302.0,0.0018356662476435304,0.47608726052300376,14302.0,0.0015166380908340216,0.46769682561879455,14302.0,0.0024647158570587635,0.456859180534191,14302.0,none,0.0,0.003774218959733844,0.0017130523920059204,0.46007551391413787,0.46560402684563756,0.0021606641821563244,0.058628328144550323,0.03685358539223671
r_925_1000_ma3,71511,0.9999720330569267,good,0.028904663398861885,0.17817851901054382,0.16222305595874786,5.049803088828447,5.282589166808009e-07,970.0,-0.012144969879926429,0.15353831500959345,-0.07910058071933108,-2.46230337532994,0.013977896975761673,970.0,0.5845360824742268,0.4154639175257732,0.142645001411438,0.17817851901054382,0.037550780922174454,0.477319587628866,0.522680412371134,0.12121290973500931,0.15353831500959345,-0.0007904083468019962,-0.015799024040723586,-1.0520313699931907,0.292794390003652,none,0.0,0.003396782325580716,0.47517533504617737,14401.0,0.0022813586983829737,0.4737768391411475,14205.0,0.002585881156846881,0.48129501433466193,14301.0,-7.478341285604984e-05,0.45483149209900714,14302.0,0.00260637397877872,0.4593763110054538,14302.0,none,0.0,0.004366650711745024,0.0031389992218464613,0.4707033981261362,0.47637024608501116,0.0021606641821563244,0.058628328144550323,0.03685358539223671
